Player,Year,School,G,YPG,TDPG,Team Yards,Team TDs,DR,MSY,MSTD,Type
John Burt,2015,Texas,12,38.08,0.17,145.9,0.8,23.68,26.1,21.25,Receiving
Johnell Barnes,2015,Duke,10,41.1,0.2,246.4,1.4,15.48,16.68,14.29,Receiving
Johnny Jackson,2015,Arizona,12,51,0.42,272,2.1,19.38,18.75,20,Receiving
Jonathan Duhart,2015,Old Dominion,12,53,0.67,219.5,1.7,31.78,24.15,39.41,Receiving
Jordan Bergstrom,2015,New Mexico State,9,48.56,0.78,252.3,2.2,27.35,19.25,35.45,Receiving
Jordan Leggett,2015,Clemson,15,35,0.53,291.9,2.3,17.52,11.99,23.04,Receiving
Jordan Payton,2015,UCLA,13,85,0.38,288.9,1.8,25.27,29.42,21.11,Receiving
Jordan Reid,2015,Ohio,11,56.82,0.45,232.8,1.3,29.51,24.41,34.62,Receiving
Jordan Thompson,2015,West Virginia,11,46.27,0,251.5,2,9.2,18.4,0,Receiving
Jordan Villamin,2015,Oregon State,12,55,0.42,159.1,0.8,43.53,34.57,52.5,Receiving
Jordan Westerkamp,2015,Nebraska,13,70.62,0.54,266.9,2.1,26.09,26.46,25.71,Receiving
Jordan Williams,2015,Ball State,12,76.67,0.67,218.3,1.4,41.49,35.12,47.86,Receiving
Josh Doctson,2015,Texas Christian,10,132.6,1.4,347.4,3,42.42,38.17,46.67,Receiving
Josh Magee,2015,South Alabama,12,42,0.25,199.5,1.3,20.14,21.05,19.23,Receiving
Josh Malone,2015,Tennessee,10,40.5,0.2,198.6,1.3,17.89,20.39,15.38,Receiving
Josh Reynolds,2015,Texas A&M,12,75.58,0.42,258.5,1.9,25.67,29.24,22.11,Receiving
Joshua Atkinson,2015,Tulsa,12,89.25,0.42,333.2,1.9,24.45,26.79,22.11,Receiving
Joshua Perkins,2015,Washington,12,44.92,0.25,239.2,1.3,19.01,18.78,19.23,Receiving
JuJu Smith-Schuster,2015,Southern California,14,103.86,0.71,269.7,2.1,36.16,38.51,33.81,Receiving
Jumichael Ramos,2015,North Carolina State,11,41.55,0.27,210.8,1.5,18.86,19.71,18,Receiving
Justin Hobbs,2015,Tulsa,11,50.09,0.18,333.2,1.9,12.25,15.03,9.47,Receiving
K.D. Cannon,2015,Baylor,13,66.77,0.46,289.5,3.4,18.3,23.06,13.53,Receiving
K.J. Brent,2015,Wake Forest,12,48.58,0.08,228.3,1.1,14.28,21.28,7.27,Receiving
K.J. Maye,2015,Minnesota,13,59.46,0.38,214.8,1.2,29.67,27.68,31.67,Receiving
KaVontae Turpin,2015,Texas Christian,13,49.92,0.62,347.4,3,17.52,14.37,20.67,Receiving
Keevan Lucas,2015,Tulsa,4,102.25,1.25,333.2,1.9,48.24,30.69,65.79,Receiving
Keith Rucker,2015,Georgia State,10,52.2,0.6,335.9,2.2,21.41,15.54,27.27,Receiving
Kendal Keys,2015,UNLV,12,42.92,0.5,211.4,1.8,24.04,20.3,27.78,Receiving
Kenneth Dixon,2015,Louisiana Tech,11,42.18,0.64,322.6,2.2,21.08,13.08,29.09,Receiving
Kenneth Scott,2015,Utah,13,35.15,0.31,179.8,1.2,22.69,19.55,25.83,Receiving
Kenny Golladay,2015,Northern Illinois,14,80.64,0.71,208.4,1.6,41.53,38.69,44.38,Receiving
Kenny Lawler,2015,California,12,54.83,1.08,375.9,3.4,23.18,14.59,31.76,Receiving
Kermit Whitfield,2015,Florida State,13,61.38,0.46,255.8,1.7,25.53,24,27.06,Receiving
Kerry Thomas,2015,Texas-San Antonio,12,45.67,0.33,194,1.4,23.56,23.54,23.57,Receiving
Kevonn Mabon,2015,Ball State,12,62.08,0.17,218.3,1.4,20.29,28.44,12.14,Receiving
Keyarris Garrett,2015,Tulsa,13,122.15,0.62,333.2,1.9,34.65,36.66,32.63,Receiving
Kody Cook,2015,Kansas State,12,34.33,0.25,176,1.1,21.12,19.51,22.73,Receiving
Kolby Listenbee,2015,Texas Christian,10,59.7,0.5,347.4,3,16.93,17.18,16.67,Receiving
Laquon Treadwell,2015,Mississippi,13,88.69,0.85,334.7,2.7,28.99,26.5,31.48,Receiving
Leonte Carroo,2015,Rutgers,8,101.13,1.25,207.1,1.6,63.48,48.83,78.13,Receiving
Levern Jacobs,2015,Maryland,10,42.5,0.3,174.3,1.3,23.73,24.38,23.08,Receiving
Macgarrett Kings Jr.,2015,Michigan State,13,39.92,0.38,234.2,1.9,18.52,17.05,20,Receiving
Mack Hollins,2015,North Carolina,13,57.31,0.62,262.2,2.2,25.02,21.86,28.18,Receiving
Malachi Dupre,2015,Louisiana State,12,58.17,0.5,180.4,1.1,38.85,32.25,45.45,Receiving
Malachi Jones,2015,Appalachian State,12,38.58,0.25,194.1,2.5,14.94,19.88,10,Receiving
Malcolm Mitchell,2015,Georgia,13,66.54,0.38,185.1,1.1,35.25,35.95,34.55,Receiving
Malik Turner,2015,Illinois,11,46.36,0.27,243.4,1.3,19.91,19.05,20.77,Receiving
Marcell Ateman,2015,Oklahoma State,12,63.83,0.42,353.2,2.7,16.81,18.07,15.56,Receiving
Marcus Green,2015,Louisiana-Monroe,12,57.25,0.5,207.9,1.9,26.93,27.54,26.32,Receiving
Marcus Kemp,2015,Hawaii,12,46.92,0.17,192.4,0.9,21.64,24.39,18.89,Receiving
Marcus McGill,2015,Buffalo,11,52.82,0.36,249.5,1.3,24.43,21.17,27.69,Receiving
Mark Chapman,2015,Central Michigan,12,47,0.08,300.8,1.9,9.92,15.63,4.21,Receiving
Matt Vandeberg,2015,Iowa,14,50.21,0.29,204.4,1.2,24.37,24.56,24.17,Receiving
Matt Weiser,2015,Buffalo,12,52.08,0.25,249.5,1.3,20.05,20.87,19.23,Receiving
Maurice Harris,2015,California,13,42.54,0.46,375.9,3.4,12.42,11.32,13.53,Receiving
Max McCaffrey,2015,Duke,13,49.46,0.38,246.4,1.4,23.61,20.07,27.14,Receiving
Max Morrison,2015,Cincinnati,13,47.46,0.23,359.9,2.2,11.82,13.19,10.45,Receiving
Mekale McKay,2015,Cincinnati,10,50.7,0.2,359.9,2.2,11.59,14.09,9.09,Receiving
Michael Rector,2015,Stanford,14,39.93,0.5,211.8,2.1,21.33,18.85,23.81,Receiving
Michael Thomas,2015,Ohio State,13,60.08,0.69,188.8,1.5,38.91,31.82,46,Receiving
Mike Thomas,2015,Southern Mississippi,13,107,1.08,329.7,2.9,34.85,32.45,37.24,Receiving
Mitch Mathews,2015,Brigham Young,13,56.69,0.85,296.5,2,30.81,19.12,42.5,Receiving
Mitchell Juergens,2015,Brigham Young,12,39.25,0.17,296.5,2,10.87,13.24,8.5,Receiving
Mitchell Paige,2015,Indiana,13,52.62,0.46,293.8,2.1,19.91,17.91,21.9,Receiving
Mose Frazier,2015,Memphis,13,61.31,0.31,307.6,2.3,16.7,19.93,13.48,Receiving
Nate Phillips,2015,Arizona,13,42.23,0.31,272,2.1,15.14,15.53,14.76,Receiving
Nelson Spruce,2015,Colorado,13,81,0.31,239.3,1,32.42,33.85,31,Receiving
Nicholas Norris,2015,Western Kentucky,14,69.36,0.43,372.2,3.6,15.29,18.64,11.94,Receiving
Nick Kurtz,2015,Brigham Young,12,48.17,0.25,296.5,2,14.37,16.25,12.5,Receiving
Nick Westbrook,2015,Indiana,5,13.8,0.2,293.8,2.1,7.11,4.7,9.52,Receiving
Noel Thomas,2015,Connecticut,12,59.92,0.25,185.5,0.8,31.78,32.3,31.25,Receiving
O.J. Howard,2015,Alabama,12,50.17,0.17,227.1,1.5,16.71,22.09,11.33,Receiving
Paul Turner,2015,Louisiana Tech,11,59.73,0.27,322.6,2.2,15.39,18.52,12.27,Receiving
Penny Hart,2015,Georgia State,13,85.31,0.62,335.9,2.2,26.79,25.4,28.18,Receiving
Pharoh Cooper,2015,South Carolina,12,81.08,0.67,207.5,1.4,43.47,39.07,47.86,Receiving
Phil Mayhue,2015,Memphis,13,51.54,0.08,307.6,2.3,10.12,16.76,3.48,Receiving
Quenton Bundrage,2015,Iowa State,12,45.67,0.33,226.3,1.5,21.09,20.18,22,Receiving
Quincy Adeboyejo,2015,Mississippi,12,50.33,0.58,334.7,2.7,18.26,15.04,21.48,Receiving
Quinshad Davis,2015,North Carolina,14,45.57,0.29,262.2,2.2,15.28,17.38,13.18,Receiving
R.J. Shelton,2015,Michigan State,14,35.93,0.29,234.2,1.9,15.3,15.34,15.26,Receiving
Rashard Higgins,2015,Colorado State,12,88.42,0.67,228,1.8,38,38.78,37.22,Receiving
Rashawn Scott,2015,Miami (FL),12,57.92,0.42,277.1,1.4,25.45,20.9,30,Receiving
Reginald Davis,2015,Texas Tech,13,41.23,0.62,388.2,3,15.64,10.62,20.67,Receiving
Ricardo Louis,2015,Auburn,13,55.08,0.23,173.6,0.8,30.24,31.73,28.75,Receiving
Richie James,2015,Middle Tennessee State,13,102.62,0.62,310.8,2.4,29.43,33.02,25.83,Receiving
Ricky Jeune,2015,Georgia Tech,11,47.27,0.36,121.3,1.2,34.48,38.97,30,Receiving
Ricky Jones,2015,Indiana,13,69.69,0.38,293.8,2.1,20.91,23.72,18.1,Receiving
Ricky Seals-Jones,2015,Texas A&M,13,43.08,0.31,258.5,1.9,16.49,16.67,16.32,Receiving
River Cracraft,2015,Washington State,10,61.5,0.4,389.2,3.2,14.15,15.8,12.5,Receiving
Robby Anderson,2015,Temple,14,67.07,0.5,216.9,1.4,33.32,30.92,35.71,Receiving
Robert Davis,2015,Georgia State,13,75.38,0.46,335.9,2.2,21.68,22.44,20.91,Receiving
Robert Lewis,2015,Washington State,13,37.69,0.08,389.2,3.2,6.09,9.68,2.5,Receiving
Robert Wheelwright,2015,Wisconsin,8,52,0.5,228.3,1.1,34.12,22.78,45.45,Receiving
Rodney Adams,2015,South Florida,13,62.77,0.69,194.3,2,33.4,32.31,34.5,Receiving
Rodney Mills,2015,Massachusetts,9,53,0.33,257.5,1.5,21.29,20.58,22,Receiving
Roger Lewis,2015,Bowling Green State,14,110.29,1.14,366.8,3.4,31.8,30.07,33.53,Receiving
Rokeem Williams,2015,Miami (OH),11,49.36,0.18,211,1.5,17.7,23.39,12,Receiving
Ron Willoughby,2015,Buffalo,12,67.75,0.5,249.5,1.3,32.81,27.15,38.46,Receiving
Ronnie Moore,2015,Bowling Green State,14,67.93,0.43,366.8,3.4,15.58,18.52,12.65,Receiving
Ryan Burbrink,2015,Bowling Green State,13,48.23,0.31,366.8,3.4,11.13,13.15,9.12,Receiving
Ryan Switzer,2015,North Carolina,14,49.5,0.43,262.2,2.2,19.21,18.88,19.55,Receiving
Ryan Yurachek,2015,Marshall,13,32.08,0.69,231.7,1.9,25.08,13.85,36.32,Receiving
Sam Martin,2015,Miami (OH),10,54.2,0.2,211,1.5,19.51,25.69,13.33,Receiving
Sebastian Smith,2015,Ohio,13,59.77,0.54,232.8,1.3,33.61,25.67,41.54,Receiving
Shane Williams-Rhodes,2015,Boise State,11,47.36,0,309.9,1.8,7.64,15.28,0,Receiving
Shaq Washington,2015,Cincinnati,13,75.54,0.46,359.9,2.2,20.95,20.99,20.91,Receiving
Shaun Nixon,2015,Texas Christian,13,38.54,0.08,347.4,3,6.88,11.09,2.67,Receiving
Shay Fields,2015,Colorado,10,59.8,0.4,239.3,1,32.49,24.99,40,Receiving
Shelton Gibson,2015,West Virginia,12,73.92,0.75,251.5,2,33.45,29.39,37.5,Receiving
Simmie Cobbs,2015,Indiana,13,79.62,0.31,293.8,2.1,20.93,27.1,14.76,Receiving
Simms McElfresh,2015,Appalachian State,11,42.36,0.55,194.1,2.5,21.91,21.82,22,Receiving
Stacy Coley,2015,Miami (FL),11,62.64,0.36,277.1,1.4,24.16,22.61,25.71,Receiving
Stephen Anderson,2015,California,12,39.5,0.17,375.9,3.4,7.75,10.51,5,Receiving
Sterling Shepard,2015,Oklahoma,13,99.08,0.85,308.2,2.9,30.73,32.15,29.31,Receiving
Steve Ishmael,2015,Syracuse,12,47.5,0.58,156.9,1.6,33.26,30.27,36.25,Receiving
T.J. Rahming,2015,Duke,10,57.1,0.2,246.4,1.4,18.73,23.17,14.29,Receiving
Tajae Sharpe,2015,Massachusetts,12,109.92,0.42,257.5,1.5,35.34,42.69,28,Receiving
Tanner Gentry,2015,Wyoming,7,96.86,0.57,186.3,1.7,42.76,51.99,33.53,Receiving
Taquan Mizzell,2015,Virginia,12,60.08,0.33,238.3,1.8,21.77,25.21,18.33,Receiving
Taywan Taylor,2015,Western Kentucky,14,104.79,1.21,372.2,3.6,30.88,28.15,33.61,Receiving
Teddy Ruben,2015,Troy,12,73.25,0.75,240.6,1.8,36.06,30.44,41.67,Receiving
Teddy Veal,2015,Tulane,11,58.55,0.45,201.3,1.5,29.54,29.09,30,Receiving
Teldrick Morgan,2015,New Mexico State,9,60.33,0.44,252.3,2.2,21.96,23.91,20,Receiving
Terenn Houk,2015,Brigham Young,10,49,0.2,296.5,2,13.26,16.53,10,Receiving
Terry Pettis,2015,Middle Tennessee State,12,51,0.33,310.8,2.4,15.08,16.41,13.75,Receiving
Tevaun Smith,2015,Iowa,11,51.18,0.27,204.4,1.2,23.77,25.04,22.5,Receiving
Thomas Duarte,2015,UCLA,13,67.08,0.77,288.9,1.8,33,23.22,42.78,Receiving
Thomas Owens,2015,Florida International,10,63.8,0.8,237.8,1.8,35.64,26.83,44.44,Receiving
Thomas Sperbeck,2015,Boise State,13,108.62,0.62,309.9,1.8,34.75,35.05,34.44,Receiving
Tim Crawley,2015,San Jose State,12,35.33,0.42,221.7,1.6,21.09,15.94,26.25,Receiving
Tim White,2015,Arizona State,12,52.75,0.67,298.5,2.3,23.4,17.67,29.13,Receiving
Tommylee Lewis,2015,Northern Illinois,9,44.22,0.33,208.4,1.6,20.92,21.22,20.63,Receiving
Travin Dural,2015,Louisiana State,9,59.22,0.33,180.4,1.1,31.41,32.83,30,Receiving
Travis Rudolph,2015,Florida State,13,70.46,0.54,255.8,1.7,29.65,27.54,31.76,Receiving
Tre' Parmalee,2015,Kansas,10,59.9,0.3,218.6,0.9,30.37,27.4,33.33,Receiving
Tre'Quan Smith,2015,Central Florida,12,60.33,0.33,187.5,1.1,31.09,32.18,30,Receiving
Trent Bostick,2015,Charlotte,12,39.33,0.25,173.5,1,23.83,22.67,25,Receiving
Trent Cowan,2015,Idaho,12,52,0.33,281.3,1.4,21.03,18.49,23.57,Receiving
Trent Sherfield,2015,Vanderbilt,12,54.92,0.25,171.8,0.9,29.87,31.97,27.78,Receiving
Trent Taylor,2015,Louisiana Tech,13,98.62,0.69,322.6,2.2,30.97,30.57,31.36,Receiving
Tres Houston,2015,Arkansas State,12,51.25,0.83,207.2,1.8,35.42,24.73,46.11,Receiving
Trevon Brown,2015,East Carolina,9,55.11,0.44,280.8,1.8,22.04,19.63,24.44,Receiving
Trevor Davis,2015,California,13,51.69,0.15,375.9,3.4,9.08,13.75,4.41,Receiving
Tyler Boyd,2015,Pittsburgh,12,77.17,0.5,190.6,1.6,35.87,40.49,31.25,Receiving
Tyler Higbee,2015,Western Kentucky,9,62.56,0.89,372.2,3.6,20.77,16.81,24.72,Receiving
Tyrain Taylor,2015,New Mexico State,12,57.58,0.33,252.3,2.2,18.91,22.82,15,Receiving
Ventell Bryant,2015,Temple,14,41.36,0.21,216.9,1.4,17.03,19.07,15,Receiving
Victor Bolden,2015,Oregon State,12,38.42,0.25,159.1,0.8,27.7,24.15,31.25,Receiving
Von Pearson,2015,Tennessee,12,34.08,0.25,198.6,1.3,18.2,17.16,19.23,Receiving
William Fuller,2015,Notre Dame,13,96.77,1.08,258.5,1.9,47.14,37.44,56.84,Receiving
Zach Pascal,2015,Old Dominion,12,81.25,0.67,219.5,1.7,38.21,37.02,39.41,Receiving
Zach Wright,2015,Rice,12,46.17,0.42,224.3,1.7,22.64,20.58,24.71,Receiving
